time,open,high,low,close,VWAP
1727728500,6215.75,6217,6215.25,6216,6194.972730785605
1727728800,6216,6216.25,6215,6215.5,6194.987943031208
1727729100,6215.25,6215.25,6213.75,6214,6195.010882909516
1727729400,6213.75,6214,6213.25,6213.5,6195.025812320127
1727729700,6213.25,6213.75,6209.5,6210.25,6195.203161673689
1727733600,6211,6213,6210.75,6211.5,6211.75
1727733900,6211.5,6211.75,6207.5,6208.25,6210.43992248062
1727734200,6208.5,6208.75,6207,6207.75,6209.923308270677
1727734500,6208,6208,6205.5,6208,6209.344858998733
1727734800,6208,6208.25,6207,6208.25,6209.257219610477
1727735100,6208.5,6211.5,6208.5,6210,6209.403559230631
1727735400,6209.75,6211.5,6208.75,6211.25,6209.521418257661
1727735700,6211,6212.5,6211,6212.25,6209.746353636671
1727736000,6212.25,6213,6210.25,6211,6209.905807582731
1727736300,6211,6212,6209.75,6211.5,6209.990717016431
1727736600,6211.5,6212,6211,6211.25,6210.0463907453
1727736900,6211.25,6211.75,6210.25,6211,6210.078166912237
1727737200,6210.75,6211,6208.5,6208.75,6210.059090075215
1727737500,6209,6210.75,6208,6210,6210.035498831816
1727737800,6209.75,6211,6209.25,6210.5,6210.039851730381
1727738100,6210.75,6211.25,6209.75,6209.75,6210.044072846573
1727738400,6209.75,6210.5,6209.25,6209.5,6210.039136302294
1727738700,6209.25,6209.25,6207.75,6208.75,6210.01872586246
1727739000,6208.75,6209.25,6208,6209,6210.003109273327
1727739300,6208.75,6209.25,6208.5,6208.75,6209.99240908369
1727739600,6208.75,6210,6208.75,6210,6209.986606863297
1727739900,6209.75,6210,6208.5,6208.75,6209.976124160554
1727740200,6208.5,6210.75,6208.5,6210.5,6209.974367060096
1727740500,6210.5,6213,6210.5,6212.25,6210.0690849617185
1727740800,6212.5,6214.25,6210.25,6212.25,6210.260405264529
1727741100,6212,6214.25,6212,6214.25,6210.386269131534
1727741400,6214,6214.75,6212.5,6212.5,6210.484767675302
1727741700,6212.75,6213,6208.25,6209.5,6210.467311481282
1727742000,6209.25,6211.25,6209.25,6211.25,6210.46978262775
1727742300,6211.25,6214,6210.75,6213.25,6210.548188061278
1727742600,6213.25,6214.25,6212.75,6214,6210.62229510902
1727742900,6214,6215.5,6214,6214.5,6210.713306313391
1727743200,6214.5,6215,6213.5,6214,6210.790506042146
1727743500,6214,6219,6213.75,6218,6211.252137219518
1727743800,6218,6218.25,6216.75,6217.25,6211.463416244191
1727744100,6217.25,6218.25,6216.75,6217,6211.551054292601
1727744400,6217,6218,6216.75,6217.25,6211.672960058393
1727744700,6217.25,6218.5,6217.25,6217.75,6211.796542575312
1727745000,6218,6219,6217.5,6217.5,6212.073651633613
1727745300,6217.75,6218.5,6216.75,6217.5,6212.157206128613
1727745600,6217.25,6218.5,6217.25,6218.25,6212.219089205804
1727745900,6218.25,6221,6218.25,6220.75,6212.638348056667
1727746200,6220.5,6222.75,6220.5,6221.75,6213.0748672048185
1727746500,6221.5,6223.5,6221.5,6222,6213.24403930908
1727746800,6222.25,6223.5,6222.25,6222.5,6213.469255695864
1727747100,6222.5,6224.5,6221.25,6222.5,6213.852341878372
1727747400,6222.75,6224.75,6222.75,6224.5,6214.182497335218
1727747700,6224.75,6226.5,6223.25,6225.5,6214.62279371536
1727748000,6225.5,6226.5,6223.25,6223.5,6214.853462592619
1727748300,6223.25,6223.75,6223,6223,6214.976830873098
1727748600,6223.25,6224,6222.5,6222.75,6215.1508392399255
1727748900,6222.75,6223.25,6222.5,6223.25,6215.238958824637
1727749200,6223,6223.25,6222,6223,6215.354169392116
1727749500,6223,6223.75,6222.5,6223,6215.440160090557
1727749800,6223,6223.25,6221.75,6221.75,6215.511856379404
1727750100,6221.75,6222.5,6221,6222.5,6215.609606959372
1727750400,6222.25,6223,6222.25,6222.25,6215.669457897204
1727750700,6222.5,6222.75,6222.25,6222.25,6215.709485132729
1727751000,6222.5,6223,6222,6222.25,6215.754388671212
1727751300,6222,6222,6219.5,6221,6215.852128657448
1727751600,6221,6221.25,6219.5,6220,6215.893911466763
1727751900,6220,6220.25,6219.25,6219.75,6215.9248647282675
1727752200,6219.75,6220.25,6219.25,6219.5,6215.957177733895
1727752500,6219.5,6220.25,6219.25,6219.5,6215.967426446816
1727752800,6219.75,6219.75,6218,6218.25,6216.000805538622
1727753100,6218,6218.25,6217,6217.5,6216.029093967385
1727753400,6217.25,6219,6217.25,6218.75,6216.055588434224
