D1_Level,H1_Level,Distance_to_D1,H1_Is_Spike,H1_Is_Swing,Entry_Type,Type,Direction,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Stop_Price,Target_Price,PnL,Outcome,MAE,MFE,Max_Drawdown,Formation_Time,Breakout_Time,Associated_D1_Levels
4576.0,4573.75,2.25,True,False,Spike,LLPB,SHORT,2023-02-13 04:00:00,2023-02-13 05:40:00,4573.75,4578.75,4578.75,4563.75,-5.0,STOP,5.0,0.0,1.75,2023-02-13 04:00:00,2023-02-17 04:00:00,20
4437.75,4428.5,9.25,True,False,Spike,LLPB,SHORT,2022-05-19 14:50:00,2022-05-19 14:55:00,4428.5,4433.5,4433.5,4418.5,-5.0,STOP,5.0,0.0,0.0,2022-05-19 14:00:00,2022-05-20 14:00:00,18
4467.75,4463.5,4.25,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4519.25,4512.25,7.0,True,False,Spike,LHPB,LONG,2023-01-13 21:50:00,2023-01-15 23:10:00,4512.25,4507.25,4507.25,4522.25,-5.0,STOP,5.0,2.25,5.25,2023-01-13 21:00:00,2023-01-15 23:00:00,12
4462.75,4463.5,0.75,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4470.5,4463.5,7.0,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4527.25,4517.75,9.5,True,True,Spike,LHPB,LONG,2022-11-14 03:25:00,2022-11-14 04:15:00,4517.75,4512.75,4512.75,4527.75,-5.0,STOP,5.0,0.0,3.0,2022-11-14 03:00:00,2022-11-14 07:00:00,16
4550.0,4541.5,8.5,True,False,Spike,LHPB,LONG,2022-08-31 15:55:00,2022-08-31 16:00:00,4541.5,4536.5,4536.5,4551.5,-5.0,STOP,5.0,0.0,4.25,2022-08-31 15:00:00,2022-09-02 12:00:00,19
4574.5,4573.75,0.75,True,False,Spike,LLPB,SHORT,2023-02-13 04:00:00,2023-02-13 05:40:00,4573.75,4578.75,4578.75,4563.75,-5.0,STOP,5.0,0.0,1.75,2023-02-13 04:00:00,2023-02-17 04:00:00,20
4559.5,4553.0,6.5,True,True,Spike,LLPB,SHORT,2023-02-10 12:55:00,2023-02-10 13:05:00,4553.0,4558.0,4558.0,4543.0,-5.0,STOP,5.0,0.0,3.5,2023-02-10 12:00:00,2023-02-17 14:00:00,13
4466.5,4463.5,3.0,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4468.0,4463.5,4.5,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4635.25,4628.0,7.25,True,False,Spike,LHPB,LONG,2023-02-07 02:00:00,2023-02-07 03:50:00,4628.0,4623.0,4623.0,4638.0,-5.0,STOP,5.0,0.0,2.75,2023-02-07 02:00:00,2023-02-07 17:00:00,23
4532.0,4522.0,10.0,True,False,Spike,LHPB,LONG,2022-05-18 16:55:00,2022-05-18 17:00:00,4522.0,4517.0,4517.0,4532.0,-5.0,STOP,5.0,0.0,4.0,2022-05-18 16:00:00,2022-05-23 16:00:00,18
4610.75,4602.0,8.75,True,False,Spike,LHPB,LONG,2023-05-16 17:00:00,2023-05-16 17:25:00,4602.0,4597.0,4597.0,4612.0,-5.0,STOP,5.0,0.0,3.25,2023-05-16 17:00:00,2023-05-17 12:00:00,19
4601.0,4592.75,8.25,True,False,Spike,LHPB,LONG,2023-02-10 21:00:00,2023-02-12 23:00:00,4592.75,4587.75,4587.75,4602.75,-5.0,STOP,5.0,6.5,11.5,2023-02-10 21:00:00,2023-02-12 23:00:00,20
4540.0,4531.75,8.25,True,False,Spike,LLPB,SHORT,2022-07-22 09:35:00,2022-07-22 10:00:00,4531.75,4536.75,4536.75,4521.75,-5.0,STOP,5.0,0.0,4.75,2022-07-22 09:00:00,2022-07-22 14:00:00,21
4439.25,4437.5,1.75,True,False,Spike,LLPB,SHORT,2023-03-24 02:00:00,2023-03-24 02:05:00,4437.5,4442.5,4442.5,4427.5,-5.0,STOP,5.0,0.0,1.25,2023-03-24 02:00:00,2023-03-24 08:00:00,21
4441.25,4437.5,3.75,True,False,Spike,LLPB,SHORT,2023-03-24 02:00:00,2023-03-24 02:05:00,4437.5,4442.5,4442.5,4427.5,-5.0,STOP,5.0,0.0,1.25,2023-03-24 02:00:00,2023-03-24 08:00:00,21
4515.25,4508.25,7.0,True,True,Spike,LHPB,LONG,2023-02-22 03:05:00,2023-02-22 06:25:00,4508.25,4503.25,4503.25,4518.25,-5.0,STOP,5.0,0.0,1.75,2023-02-22 03:00:00,2023-02-22 08:00:00,11
4455.25,4463.5,8.25,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4449.75,4442.0,7.75,True,True,Spike,LLPB,SHORT,2023-03-21 00:10:00,2023-03-21 00:15:00,4442.0,4447.0,4447.0,4432.0,-5.0,STOP,5.0,0.0,3.5,2023-03-21 00:00:00,2023-03-22 19:00:00,22
4672.25,4667.75,4.5,True,False,Spike,LHPB,LONG,2022-02-24 03:30:00,2022-02-24 03:35:00,4667.75,4662.75,4662.75,4677.75,-5.0,STOP,5.0,7.0,12.0,2021-05-11 10:00:00,2021-05-11 14:00:00,22
4583.0,4573.75,9.25,True,False,Spike,LLPB,SHORT,2023-02-13 04:00:00,2023-02-13 05:40:00,4573.75,4578.75,4578.75,4563.75,-5.0,STOP,5.0,0.0,1.75,2023-02-13 04:00:00,2023-02-17 04:00:00,20
4535.25,4527.75,7.5,True,False,Spike,LLPB,SHORT,2023-01-26 04:25:00,2023-01-26 05:50:00,4527.75,4532.75,4532.75,4517.75,-5.0,STOP,5.0,0.0,3.0,2023-01-26 04:00:00,2023-01-26 09:00:00,17
4347.5,4344.25,3.25,True,False,Spike,LLPB,SHORT,2022-12-27 20:55:00,2022-12-27 21:00:00,4344.25,4349.25,4349.25,4334.25,-5.0,STOP,5.0,0.0,1.75,2022-12-27 20:00:00,2022-12-28 00:00:00,7
4426.75,4418.25,8.5,True,True,Spike,LHPB,LONG,2023-01-20 01:25:00,2023-01-20 02:55:00,4418.25,4413.25,4413.25,4428.25,-5.0,STOP,5.0,0.0,2.25,2023-01-20 01:00:00,2023-01-20 05:00:00,16
4391.25,4382.75,8.5,True,False,Spike,LHPB,LONG,2022-07-12 03:00:00,2022-07-12 03:05:00,4382.75,4377.75,4377.75,4392.75,-5.0,STOP,5.0,0.0,2.0,2022-07-12 03:00:00,2022-07-12 10:00:00,18
4313.5,4305.5,8.0,True,False,Spike,LHPB,LONG,2022-09-23 01:00:00,2022-09-23 01:25:00,4305.5,4300.5,4300.5,4315.5,-5.0,STOP,5.0,0.0,4.0,2022-09-23 01:00:00,2022-10-04 13:00:00,15
4375.0,4370.25,4.75,True,False,Spike,LHPB,LONG,2023-01-04 20:00:00,2023-01-04 20:05:00,4370.25,4365.25,4365.25,4380.25,-5.0,STOP,5.0,0.0,3.5,2023-01-04 20:00:00,2023-01-05 10:00:00,12
4363.25,4354.0,9.25,True,False,Spike,LLPB,SHORT,2022-07-04 15:00:00,2022-07-04 15:05:00,4354.0,4359.0,4359.0,4344.0,-5.0,STOP,5.0,0.0,2.5,2022-07-04 15:00:00,2022-07-05 08:00:00,15
4399.0,4393.75,5.25,True,False,Spike,LHPB,LONG,2022-07-05 01:55:00,2022-07-05 02:25:00,4393.75,4388.75,4388.75,4403.75,-5.0,STOP,5.0,0.0,2.5,2022-07-05 01:00:00,2022-07-05 06:00:00,17
4306.75,4301.75,5.0,True,False,Spike,LLPB,SHORT,2022-10-05 17:00:00,2022-10-05 17:05:00,4301.75,4306.75,4306.75,4291.75,-5.0,STOP,5.0,0.0,1.0,2022-10-05 17:00:00,2022-10-06 09:00:00,12
4388.5,4382.75,5.75,True,False,Spike,LHPB,LONG,2022-07-12 03:00:00,2022-07-12 03:05:00,4382.75,4377.75,4377.75,4392.75,-5.0,STOP,5.0,0.0,2.0,2022-07-12 03:00:00,2022-07-12 10:00:00,18
4421.0,4418.25,2.75,True,True,Spike,LHPB,LONG,2023-01-20 01:25:00,2023-01-20 02:55:00,4418.25,4413.25,4413.25,4428.25,-5.0,STOP,5.0,0.0,2.25,2023-01-20 01:00:00,2023-01-20 05:00:00,16
4311.25,4301.75,9.5,True,False,Spike,LLPB,SHORT,2022-10-05 17:00:00,2022-10-05 17:05:00,4301.75,4306.75,4306.75,4291.75,-5.0,STOP,5.0,0.0,1.0,2022-10-05 17:00:00,2022-10-06 09:00:00,12
4465.5,4463.5,2.0,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4383.75,4382.75,1.0,True,False,Spike,LHPB,LONG,2022-07-12 03:00:00,2022-07-12 03:05:00,4382.75,4377.75,4377.75,4392.75,-5.0,STOP,5.0,0.0,2.0,2022-07-12 03:00:00,2022-07-12 10:00:00,18
4446.25,4437.5,8.75,True,False,Spike,LLPB,SHORT,2023-03-24 02:00:00,2023-03-24 02:05:00,4437.5,4442.5,4442.5,4427.5,-5.0,STOP,5.0,0.0,1.25,2023-03-24 02:00:00,2023-03-24 08:00:00,21
4516.5,4508.25,8.25,True,True,Spike,LHPB,LONG,2023-02-22 03:05:00,2023-02-22 06:25:00,4508.25,4503.25,4503.25,4518.25,-5.0,STOP,5.0,0.0,1.75,2023-02-22 03:00:00,2023-02-22 08:00:00,11
4454.0,4463.5,9.5,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4489.0,4481.0,8.0,True,False,Spike,LHPB,LONG,2023-01-20 21:55:00,2023-01-22 23:00:00,4481.0,4476.0,4476.0,4491.0,-5.0,STOP,5.0,1.25,6.25,2023-01-20 21:00:00,2023-01-22 23:00:00,12
4527.5,4517.75,9.75,True,True,Spike,LHPB,LONG,2022-11-14 03:25:00,2022-11-14 04:15:00,4517.75,4512.75,4512.75,4527.75,-5.0,STOP,5.0,0.0,3.0,2022-11-14 03:00:00,2022-11-14 07:00:00,16
4525.75,4517.75,8.0,True,True,Spike,LHPB,LONG,2022-11-14 03:25:00,2022-11-14 04:15:00,4517.75,4512.75,4512.75,4527.75,-5.0,STOP,5.0,0.0,3.0,2022-11-14 03:00:00,2022-11-14 07:00:00,16
4394.0,4393.75,0.25,True,False,Spike,LHPB,LONG,2022-07-05 01:55:00,2022-07-05 02:25:00,4393.75,4388.75,4388.75,4403.75,-5.0,STOP,5.0,0.0,2.5,2022-07-05 01:00:00,2022-07-05 06:00:00,17
4404.0,4397.5,6.5,True,False,Spike,LHPB,LONG,2023-03-10 02:10:00,2023-03-10 02:15:00,4397.5,4392.5,4392.5,4407.5,-5.0,STOP,5.0,0.0,2.75,2023-03-10 02:00:00,2023-03-10 09:00:00,13
4472.5,4463.5,9.0,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4549.0,4541.5,7.5,True,False,Spike,LHPB,LONG,2022-08-31 15:55:00,2022-08-31 16:00:00,4541.5,4536.5,4536.5,4551.5,-5.0,STOP,5.0,0.0,4.25,2022-08-31 15:00:00,2022-09-02 12:00:00,19
4539.75,4531.75,8.0,True,False,Spike,LLPB,SHORT,2022-07-22 09:35:00,2022-07-22 10:00:00,4531.75,4536.75,4536.75,4521.75,-5.0,STOP,5.0,0.0,4.75,2022-07-22 09:00:00,2022-07-22 14:00:00,21
4455.5,4463.5,8.0,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4519.5,4512.25,7.25,True,False,Spike,LHPB,LONG,2023-01-13 21:50:00,2023-01-15 23:10:00,4512.25,4507.25,4507.25,4522.25,-5.0,STOP,5.0,2.25,5.25,2023-01-13 21:00:00,2023-01-15 23:00:00,12
4549.5,4541.5,8.0,True,False,Spike,LHPB,LONG,2022-08-31 15:55:00,2022-08-31 16:00:00,4541.5,4536.5,4536.5,4551.5,-5.0,STOP,5.0,0.0,4.25,2022-08-31 15:00:00,2022-09-02 12:00:00,19
4601.5,4592.75,8.75,True,False,Spike,LHPB,LONG,2023-02-10 21:00:00,2023-02-12 23:00:00,4592.75,4587.75,4587.75,4602.75,-5.0,STOP,5.0,6.5,11.5,2023-02-10 21:00:00,2023-02-12 23:00:00,20
4499.75,4490.25,9.5,True,False,Spike,LHPB,LONG,2022-05-24 02:00:00,2022-05-24 02:45:00,4490.25,4485.25,4485.25,4500.25,-5.0,STOP,5.0,0.0,2.75,2022-05-24 02:00:00,2022-05-24 19:00:00,13
4540.75,4531.75,9.0,True,False,Spike,LLPB,SHORT,2022-07-22 09:35:00,2022-07-22 10:00:00,4531.75,4536.75,4536.75,4521.75,-5.0,STOP,5.0,0.0,4.75,2022-07-22 09:00:00,2022-07-22 14:00:00,21
4700.75,4691.25,9.5,True,True,Spike,LHPB,LONG,2022-08-01 15:00:00,2022-08-01 15:05:00,4691.25,4686.25,4686.25,4701.25,-5.0,STOP,5.0,0.0,0.0,2022-08-01 15:00:00,2022-08-03 15:00:00,22
4686.25,4679.0,7.25,True,True,Spike,LHPB,LONG,2023-10-09 00:00:00,2023-10-09 00:05:00,4679.0,4674.0,4674.0,4689.0,-5.0,STOP,5.0,0.0,3.5,2023-10-09 00:00:00,2023-10-09 06:00:00,22
4590.5,4580.75,9.75,True,False,Spike,LHPB,LONG,2023-02-20 07:40:00,2023-02-20 08:00:00,4580.75,4575.75,4575.75,4590.75,-5.0,STOP,5.0,0.0,3.75,2023-02-20 07:00:00,2023-03-31 16:00:00,22
4680.5,4674.5,6.0,True,False,Spike,LLPB,SHORT,2022-02-24 03:30:00,2022-02-24 03:35:00,4674.5,4664.5,4679.5,4664.5,10.0,TARGET,0.25,10.0,10.25,2021-05-21 10:00:00,2021-05-21 15:00:00,20
4671.5,4667.75,3.75,True,False,Spike,LHPB,LONG,2022-02-24 03:30:00,2022-02-24 03:35:00,4667.75,4662.75,4662.75,4677.75,-5.0,STOP,5.0,7.0,12.0,2021-05-11 10:00:00,2021-05-11 14:00:00,22
4662.5,4655.5,7.0,True,False,Spike,LLPB,SHORT,2023-02-02 23:50:00,2023-02-03 00:10:00,4655.5,4660.5,4660.5,4645.5,-5.0,STOP,5.0,0.0,3.25,2023-02-02 23:00:00,2023-02-03 07:00:00,21
4596.5,4592.75,3.75,True,False,Spike,LHPB,LONG,2023-02-10 21:00:00,2023-02-12 23:00:00,4592.75,4587.75,4587.75,4602.75,-5.0,STOP,5.0,6.5,11.5,2023-02-10 21:00:00,2023-02-12 23:00:00,20
4553.0,4553.0,0.0,True,True,Spike,LLPB,SHORT,2023-02-10 12:55:00,2023-02-10 13:05:00,4553.0,4558.0,4558.0,4543.0,-5.0,STOP,5.0,0.0,3.5,2023-02-10 12:00:00,2023-02-17 14:00:00,13
4571.0,4561.5,9.5,True,False,Spike,LHPB,LONG,2022-11-25 17:25:00,2022-11-25 17:35:00,4561.5,4556.5,4556.5,4571.5,-5.0,STOP,5.0,0.0,3.75,2022-11-25 17:00:00,2022-11-30 19:00:00,12
4596.0,4592.75,3.25,True,False,Spike,LHPB,LONG,2023-02-10 21:00:00,2023-02-12 23:00:00,4592.75,4587.75,4587.75,4602.75,-5.0,STOP,5.0,6.5,11.5,2023-02-10 21:00:00,2023-02-12 23:00:00,20
4678.75,4674.5,4.25,True,False,Spike,LLPB,SHORT,2022-02-24 03:30:00,2022-02-24 03:35:00,4674.5,4664.5,4679.5,4664.5,10.0,TARGET,0.25,10.0,10.25,2021-05-21 10:00:00,2021-05-21 15:00:00,20
4660.75,4651.75,9.0,True,False,Spike,LHPB,LONG,2022-02-24 07:05:00,2022-02-24 07:10:00,4651.75,4661.75,4646.75,4661.75,10.0,TARGET,0.0,10.0,9.75,2021-04-14 16:00:00,2021-04-15 11:00:00,21
4548.0,4541.5,6.5,True,False,Spike,LHPB,LONG,2022-08-31 15:55:00,2022-08-31 16:00:00,4541.5,4536.5,4536.5,4551.5,-5.0,STOP,5.0,0.0,4.25,2022-08-31 15:00:00,2022-09-02 12:00:00,19
4588.25,4580.75,7.5,True,False,Spike,LHPB,LONG,2023-02-20 07:40:00,2023-02-20 08:00:00,4580.75,4575.75,4575.75,4590.75,-5.0,STOP,5.0,0.0,3.75,2023-02-20 07:00:00,2023-03-31 16:00:00,22
4494.25,4487.5,6.75,True,False,Spike,LHPB,LONG,2023-03-09 00:05:00,2023-03-09 00:30:00,4487.5,4482.5,4482.5,4497.5,-5.0,STOP,5.0,0.0,3.75,2023-03-09 00:00:00,2023-03-09 13:00:00,13
4581.5,4573.75,7.75,True,False,Spike,LLPB,SHORT,2023-02-13 04:00:00,2023-02-13 05:40:00,4573.75,4578.75,4578.75,4563.75,-5.0,STOP,5.0,0.0,1.75,2023-02-13 04:00:00,2023-02-17 04:00:00,20
4526.5,4517.75,8.75,True,True,Spike,LHPB,LONG,2022-11-14 03:25:00,2022-11-14 04:15:00,4517.75,4512.75,4512.75,4527.75,-5.0,STOP,5.0,0.0,3.0,2022-11-14 03:00:00,2022-11-14 07:00:00,16
4515.5,4508.25,7.25,True,True,Spike,LHPB,LONG,2023-02-22 03:05:00,2023-02-22 06:25:00,4508.25,4503.25,4503.25,4518.25,-5.0,STOP,5.0,0.0,1.75,2023-02-22 03:00:00,2023-02-22 08:00:00,11
4439.75,4437.5,2.25,True,False,Spike,LLPB,SHORT,2023-03-24 02:00:00,2023-03-24 02:05:00,4437.5,4442.5,4442.5,4427.5,-5.0,STOP,5.0,0.0,1.25,2023-03-24 02:00:00,2023-03-24 08:00:00,21
4517.0,4508.25,8.75,True,True,Spike,LHPB,LONG,2023-02-22 03:05:00,2023-02-22 06:25:00,4508.25,4503.25,4503.25,4518.25,-5.0,STOP,5.0,0.0,1.75,2023-02-22 03:00:00,2023-02-22 08:00:00,11
4496.0,4487.5,8.5,True,False,Spike,LHPB,LONG,2023-03-09 00:05:00,2023-03-09 00:30:00,4487.5,4482.5,4482.5,4497.5,-5.0,STOP,5.0,0.0,3.75,2023-03-09 00:00:00,2023-03-09 13:00:00,13
4417.25,4408.0,9.25,True,False,Spike,LLPB,SHORT,2023-01-19 21:00:00,2023-01-19 21:05:00,4408.0,4413.0,4413.0,4398.0,-5.0,STOP,5.0,0.0,3.75,2023-01-19 21:00:00,2023-01-20 09:00:00,13
4545.25,4541.5,3.75,True,False,Spike,LHPB,LONG,2022-08-31 15:55:00,2022-08-31 16:00:00,4541.5,4536.5,4536.5,4551.5,-5.0,STOP,5.0,0.0,4.25,2022-08-31 15:00:00,2022-09-02 12:00:00,19
4574.75,4573.75,1.0,True,False,Spike,LLPB,SHORT,2023-02-13 04:00:00,2023-02-13 05:40:00,4573.75,4578.75,4578.75,4563.75,-5.0,STOP,5.0,0.0,1.75,2023-02-13 04:00:00,2023-02-17 04:00:00,20
4556.75,4553.0,3.75,True,True,Spike,LLPB,SHORT,2023-02-10 12:55:00,2023-02-10 13:05:00,4553.0,4558.0,4558.0,4543.0,-5.0,STOP,5.0,0.0,3.5,2023-02-10 12:00:00,2023-02-17 14:00:00,13
4512.0,4504.25,7.75,True,False,Spike,LLPB,SHORT,2022-12-14 20:30:00,2022-12-14 20:35:00,4504.25,4509.25,4509.25,4494.25,-5.0,STOP,5.0,0.0,5.0,2022-12-14 20:00:00,2022-12-15 07:00:00,11
4338.5,4344.25,5.75,True,False,Spike,LLPB,SHORT,2022-12-27 20:55:00,2022-12-27 21:00:00,4344.25,4349.25,4349.25,4334.25,-5.0,STOP,5.0,0.0,1.75,2022-12-27 20:00:00,2022-12-28 00:00:00,7
4434.0,4428.5,5.5,True,False,Spike,LLPB,SHORT,2022-05-19 14:50:00,2022-05-19 14:55:00,4428.5,4433.5,4433.5,4418.5,-5.0,STOP,5.0,0.0,0.0,2022-05-19 14:00:00,2022-05-20 14:00:00,18
4432.75,4428.5,4.25,True,False,Spike,LLPB,SHORT,2022-05-19 14:50:00,2022-05-19 14:55:00,4428.5,4433.5,4433.5,4418.5,-5.0,STOP,5.0,0.0,0.0,2022-05-19 14:00:00,2022-05-20 14:00:00,18
4469.5,4463.5,6.0,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4534.0,4524.0,10.0,True,False,Spike,LHPB,LONG,2022-05-26 03:55:00,2022-05-26 04:20:00,4524.0,4519.0,4519.0,4534.0,-5.0,STOP,5.0,0.0,2.0,2022-05-26 03:00:00,2022-05-26 07:00:00,18
4471.0,4463.5,7.5,True,False,Spike,LHPB,LONG,2022-09-07 09:00:00,2022-09-07 09:05:00,4463.5,4458.5,4458.5,4473.5,-5.0,STOP,5.0,0.0,0.25,2022-09-07 09:00:00,2022-09-07 13:00:00,21
4494.5,4487.5,7.0,True,False,Spike,LHPB,LONG,2023-03-09 00:05:00,2023-03-09 00:30:00,4487.5,4482.5,4482.5,4497.5,-5.0,STOP,5.0,0.0,3.75,2023-03-09 00:00:00,2023-03-09 13:00:00,13
4512.75,4504.25,8.5,True,False,Spike,LLPB,SHORT,2022-12-14 20:30:00,2022-12-14 20:35:00,4504.25,4509.25,4509.25,4494.25,-5.0,STOP,5.0,0.0,5.0,2022-12-14 20:00:00,2022-12-15 07:00:00,11
4602.75,4592.75,10.0,True,False,Spike,LHPB,LONG,2023-02-10 21:00:00,2023-02-12 23:00:00,4592.75,4587.75,4587.75,4602.75,-5.0,STOP,5.0,6.5,11.5,2023-02-10 21:00:00,2023-02-12 23:00:00,20
4538.25,4531.75,6.5,True,False,Spike,LLPB,SHORT,2022-07-22 09:35:00,2022-07-22 10:00:00,4531.75,4536.75,4536.75,4521.75,-5.0,STOP,5.0,0.0,4.75,2022-07-22 09:00:00,2022-07-22 14:00:00,21
4632.0,4628.0,4.0,True,False,Spike,LHPB,LONG,2023-02-07 02:00:00,2023-02-07 03:50:00,4628.0,4623.0,4623.0,4638.0,-5.0,STOP,5.0,0.0,2.75,2023-02-07 02:00:00,2023-02-07 17:00:00,23
4595.75,4592.75,3.0,True,False,Spike,LHPB,LONG,2023-02-10 21:00:00,2023-02-12 23:00:00,4592.75,4587.75,4587.75,4602.75,-5.0,STOP,5.0,6.5,11.5,2023-02-10 21:00:00,2023-02-12 23:00:00,20
4581.25,4573.75,7.5,True,False,Spike,LLPB,SHORT,2023-02-13 04:00:00,2023-02-13 05:40:00,4573.75,4578.75,4578.75,4563.75,-5.0,STOP,5.0,0.0,1.75,2023-02-13 04:00:00,2023-02-17 04:00:00,20
4607.0,4600.25,6.75,True,False,Spike,LHPB,LONG,2023-05-16 18:00:00,2023-05-16 18:05:00,4600.25,4595.25,4595.25,4610.25,-5.0,STOP,5.0,0.0,0.75,2023-05-16 18:00:00,2023-05-17 11:00:00,20
4559.0,4553.0,6.0,True,True,Spike,LLPB,SHORT,2023-02-10 12:55:00,2023-02-10 13:05:00,4553.0,4558.0,4558.0,4543.0,-5.0,STOP,5.0,0.0,3.5,2023-02-10 12:00:00,2023-02-17 14:00:00,13
4638.0,4628.0,10.0,True,False,Spike,LHPB,LONG,2023-02-07 02:00:00,2023-02-07 03:50:00,4628.0,4623.0,4623.0,4638.0,-5.0,STOP,5.0,0.0,2.75,2023-02-07 02:00:00,2023-02-07 17:00:00,23
4570.5,4560.75,9.75,True,False,Spike,LLPB,SHORT,2023-04-06 14:00:00,2023-04-06 14:05:00,4560.75,4565.75,4565.75,4550.75,-5.0,STOP,5.0,0.0,1.75,2023-04-06 14:00:00,2023-04-10 13:00:00,11
4649.25,4639.25,10.0,True,False,Spike,LHPB,LONG,2023-04-19 17:05:00,2023-04-19 19:45:00,4639.25,4634.25,4634.25,4649.25,-5.0,STOP,5.0,8.5,8.75,2023-04-18 22:00:00,2023-04-19 17:00:00,19
4598.25,4592.75,5.5,True,False,Spike,LHPB,LONG,2023-02-10 21:00:00,2023-02-12 23:00:00,4592.75,4587.75,4587.75,4602.75,-5.0,STOP,5.0,6.5,11.5,2023-02-10 21:00:00,2023-02-12 23:00:00,20
4608.25,4600.25,8.0,True,False,Spike,LHPB,LONG,2023-05-16 18:00:00,2023-05-16 18:05:00,4600.25,4595.25,4595.25,4610.25,-5.0,STOP,5.0,0.0,0.75,2023-05-16 18:00:00,2023-05-17 11:00:00,20
4658.5,4651.75,6.75,True,False,Spike,LHPB,LONG,2022-02-24 07:05:00,2022-02-24 07:10:00,4651.75,4661.75,4646.75,4661.75,10.0,TARGET,0.0,10.0,9.75,2021-04-14 16:00:00,2021-04-15 11:00:00,21
4633.75,4628.0,5.75,True,False,Spike,LHPB,LONG,2023-02-07 02:00:00,2023-02-07 03:50:00,4628.0,4623.0,4623.0,4638.0,-5.0,STOP,5.0,0.0,2.75,2023-02-07 02:00:00,2023-02-07 17:00:00,23
4595.5,4592.75,2.75,True,False,Spike,LHPB,LONG,2023-02-10 21:00:00,2023-02-12 23:00:00,4592.75,4587.75,4587.75,4602.75,-5.0,STOP,5.0,6.5,11.5,2023-02-10 21:00:00,2023-02-12 23:00:00,20
4529.0,4520.0,9.0,True,True,Spike,LHPB,LONG,2023-10-30 01:45:00,2023-10-30 02:10:00,4520.0,4515.0,4515.0,4530.0,-5.0,STOP,5.0,0.0,2.75,2023-10-30 01:00:00,2023-10-30 06:00:00,17
4654.0,4647.25,6.75,True,False,Spike,LHPB,LONG,2022-08-02 07:00:00,2022-08-02 07:05:00,4647.25,4642.25,4642.25,4657.25,-5.0,STOP,5.0,0.0,1.25,2022-08-02 07:00:00,2022-08-02 13:00:00,19
4591.75,4592.75,1.0,True,False,Spike,LHPB,LONG,2023-02-10 21:00:00,2023-02-12 23:00:00,4592.75,4587.75,4587.75,4602.75,-5.0,STOP,5.0,6.5,11.5,2023-02-10 21:00:00,2023-02-12 23:00:00,20
4666.5,4660.75,5.75,True,False,Spike,LLPB,SHORT,2022-02-24 03:35:00,2022-02-24 03:40:00,4660.75,4665.75,4665.75,4650.75,-5.0,STOP,5.0,5.25,10.25,2021-05-23 23:00:00,2021-06-21 01:00:00,21
4651.75,4647.25,4.5,True,False,Spike,LHPB,LONG,2022-08-02 07:00:00,2022-08-02 07:05:00,4647.25,4642.25,4642.25,4657.25,-5.0,STOP,5.0,0.0,1.25,2022-08-02 07:00:00,2022-08-02 13:00:00,19
