price,formation_time,breakout_time,retest_time,type,status,m5_retest_time,m5_open,m5_high,m5_low,m5_close
6134.75,2025-02-10 21:00:00,2025-02-10 23:00:00,2025-02-11 15:00:00,LLPB,retested,2025-02-11 15:35:00,6131.75,6135.0,6131.25,6134.25
6141.25,2025-02-12 01:00:00,2025-02-12 03:00:00,2025-02-12 08:00:00,LLPB,retested,2025-02-12 08:00:00,6140.75,6143.5,6140.25,6143.5
6143.25,2025-02-12 02:00:00,2025-02-12 03:00:00,2025-02-12 08:00:00,LLPB,retested,2025-02-12 08:00:00,6140.75,6143.5,6140.25,6143.5
6126.25,2025-02-11 18:00:00,2025-02-12 13:00:00,2025-02-12 17:00:00,LLPB,retested,2025-02-12 17:00:00,6124.5,6128.25,6122.25,6124.25
6126.75,2025-02-12 09:00:00,2025-02-12 13:00:00,2025-02-12 17:00:00,LLPB,retested,2025-02-12 17:00:00,6124.5,6128.25,6122.25,6124.25
6131.0,2025-02-12 10:00:00,2025-02-12 13:00:00,2025-02-12 17:00:00,LLPB,retested,2025-02-12 17:20:00,6127.25,6131.25,6126.0,6128.25
6133.5,2025-02-12 11:00:00,2025-02-12 13:00:00,2025-02-12 17:00:00,LLPB,retested,2025-02-12 17:55:00,6133.0,6136.0,6131.75,6134.75
6136.25,2025-02-12 12:00:00,2025-02-12 13:00:00,2025-02-12 18:00:00,LLPB,retested,2025-02-12 18:00:00,6134.75,6136.25,6130.0,6130.75
6131.25,2025-02-13 02:00:00,2025-02-13 07:00:00,2025-02-13 13:00:00,LLPB,retested,2025-02-13 13:30:00,6122.25,6138.75,6114.5,6130.75
6134.5,2025-02-13 03:00:00,2025-02-13 07:00:00,2025-02-13 13:00:00,LLPB,retested,2025-02-13 13:30:00,6122.25,6138.75,6114.5,6130.75
6159.75,2025-02-13 17:00:00,2025-02-13 18:00:00,2025-02-20 15:00:00,LHPB,retested,2025-02-20 15:00:00,6168.25,6169.0,6154.25,6167.25
6174.75,2025-02-07 14:00:00,2025-02-13 19:00:00,2025-02-14 11:00:00,LHPB,retested,2025-02-14 11:25:00,6176.25,6176.5,6172.75,6173.25
6172.0,2025-02-07 15:00:00,2025-02-13 19:00:00,2025-02-18 19:00:00,LHPB,retested,2025-02-18 19:05:00,6182.75,6183.75,6169.75,6173.5
6165.25,2025-02-13 15:00:00,2025-02-13 19:00:00,2025-02-20 15:00:00,LHPB,retested,2025-02-20 15:00:00,6168.25,6169.0,6154.25,6167.25
6165.0,2025-02-13 16:00:00,2025-02-13 19:00:00,2025-02-20 15:00:00,LHPB,retested,2025-02-20 15:00:00,6168.25,6169.0,6154.25,6167.25
6162.75,2025-02-13 18:00:00,2025-02-13 19:00:00,2025-02-20 15:00:00,LHPB,retested,2025-02-20 15:00:00,6168.25,6169.0,6154.25,6167.25
6189.5,2025-02-13 20:00:00,2025-02-14 01:00:00,2025-02-14 08:00:00,LHPB,retested,2025-02-14 08:10:00,6190.0,6190.75,6189.0,6190.0
